Category,Name,Other Name(s),Description,Convention,Units,Invalid Channel Criteria
,Spn4FLzb1,,Blade 1 local axial force at span station 4,Directed along the local zb1-axis,(kN),NBlGages < 4
,Spn5FLxb1,,Blade 1 local flapwise shear force at span station 5,Directed along the local xb1-axis,(kN),NBlGages < 5
,Spn5FLyb1,,Blade 1 local edgewise shear force at span station 5,Directed along the local yb1-axis,(kN),NBlGages < 5
,Spn5FLzb1,,Blade 1 local axial force at span station 5,Directed along the local zb1-axis,(kN),NBlGages < 5
,Spn6FLxb1,,Blade 1 local flapwise shear force at span station 6,Directed along the local xb1-axis,(kN),NBlGages < 6
,Spn6FLyb1,,Blade 1 local edgewise shear force at span station 6,Directed along the local yb1-axis,(kN),NBlGages < 6
,Spn6FLzb1,,Blade 1 local axial force at span station 6,Directed along the local zb1-axis,(kN),NBlGages < 6
,Spn7FLxb1,,Blade 1 local flapwise shear force at span station 7,Directed along the local xb1-axis,(kN),NBlGages < 7
,Spn7FLyb1,,Blade 1 local edgewise shear force at span station 7,Directed along the local yb1-axis,(kN),NBlGages < 7
,Spn7FLzb1,,Blade 1 local axial force at span station 7,Directed along the local zb1-axis,(kN),NBlGages < 7
,Spn8FLxb1,,Blade 1 local flapwise shear force at span station 8,Directed along the local xb1-axis,(kN),NBlGages < 8
,Spn8FLyb1,,Blade 1 local edgewise shear force at span station 8,Directed along the local yb1-axis,(kN),NBlGages < 8
,Spn8FLzb1,,Blade 1 local axial force at span station 8,Directed along the local zb1-axis,(kN),NBlGages < 8
,Spn9FLxb1,,Blade 1 local flapwise shear force at span station 9,Directed along the local xb1-axis,(kN),NBlGages < 9
,Spn9FLyb1,,Blade 1 local edgewise shear force at span station 9,Directed along the local yb1-axis,(kN),NBlGages < 9
,Spn9FLzb1,,Blade 1 local axial force at span station 9,Directed along the local zb1-axis,(kN),NBlGages < 9
Blade 2 Local Span Loads,,,,,,
,Spn1MLxb2,,Blade 2 local edgewise moment at span station 1,About the local xb2-axis,(kN·m),NBlGages < 1
,Spn1MLyb2,,Blade 2 local flapwise moment at span station 1,About the local yb2-axis,(kN·m),NBlGages < 1
,Spn1MLzb2,,Blade 2 local pitching moment at span station 1,About the local zb2-axis,(kN·m),NBlGages < 1
,Spn2MLxb2,,Blade 2 local edgewise moment at span station 2,About the local xb2-axis,(kN·m),NBlGages < 2
,Spn2MLyb2,,Blade 2 local flapwise moment at span station 2,About the local yb2-axis,(kN·m),NBlGages < 2
,Spn2MLzb2,,Blade 2 local pitching moment at span station 2,About the local zb2-axis,(kN·m),NBlGages < 2
,Spn3MLxb2,,Blade 2 local edgewise moment at span station 3,About the local xb2-axis,(kN·m),NBlGages < 3
,Spn3MLyb2,,Blade 2 local flapwise moment at span station 3,About the local yb2-axis,(kN·m),NBlGages < 3
,Spn3MLzb2,,Blade 2 local pitching moment at span station 3,About the local zb2-axis,(kN·m),NBlGages < 3
,Spn4MLxb2,,Blade 2 local edgewise moment at span station 4,About the local xb2-axis,(kN·m),NBlGages < 4
,Spn4MLyb2,,Blade 2 local flapwise moment at span station 4,About the local yb2-axis,(kN·m),NBlGages < 4
,Spn4MLzb2,,Blade 2 local pitching moment at span station 4,About the local zb2-axis,(kN·m),NBlGages < 4
,Spn5MLxb2,,Blade 2 local edgewise moment at span station 5,About the local xb2-axis,(kN·m),NBlGages < 5
,Spn5MLyb2,,Blade 2 local flapwise moment at span station 5,About the local yb2-axis,(kN·m),NBlGages < 5
,Spn5MLzb2,,Blade 2 local pitching moment at span station 5,About the local zb2-axis,(kN·m),NBlGages < 5
,Spn6MLxb2,,Blade 2 local edgewise moment at span station 6,About the local xb2-axis,(kN·m),NBlGages < 6
,Spn6MLyb2,,Blade 2 local flapwise moment at span station 6,About the local yb2-axis,(kN·m),NBlGages < 6
,Spn6MLzb2,,Blade 2 local pitching moment at span station 6,About the local zb2-axis,(kN·m),NBlGages < 6
,Spn7MLxb2,,Blade 2 local edgewise moment at span station 7,About the local xb2-axis,(kN·m),NBlGages < 7
,Spn7MLyb2,,Blade 2 local flapwise moment at span station 7,About the local yb2-axis,(kN·m),NBlGages < 7
,Spn7MLzb2,,Blade 2 local pitching moment at span station 7,About the local zb2-axis,(kN·m),NBlGages < 7
,Spn8MLxb2,,Blade 2 local edgewise moment at span station 8,About the local xb2-axis,(kN·m),NBlGages < 8
,Spn8MLyb2,,Blade 2 local flapwise moment at span station 8,About the local yb2-axis,(kN·m),NBlGages < 8
,Spn8MLzb2,,Blade 2 local pitching moment at span station 8,About the local zb2-axis,(kN·m),NBlGages < 8
,Spn9MLxb2,,Blade 2 local edgewise moment at span station 9,About the local xb2-axis,(kN·m),NBlGages < 9
,Spn9MLyb2,,Blade 2 local flapwise moment at span station 9,About the local yb2-axis,(kN·m),NBlGages < 9
,Spn9MLzb2,,Blade 2 local pitching moment at span station 9,About the local zb2-axis,(kN·m),NBlGages < 9
,Spn1FLxb2,,Blade 2 local flapwise shear force at span station 1,Directed along the local xb2-axis,(kN),NBlGages < 1
,Spn1FLyb2,,Blade 2 local edgewise shear force at span station 1,Directed along the local yb2-axis,(kN),NBlGages < 1
,Spn1FLzb2,,Blade 2 local axial force at span station 1,Directed along the local zb2-axis,(kN),NBlGages < 1
,Spn2FLxb2,,Blade 2 local flapwise shear force at span station 2,Directed along the local xb2-axis,(kN),NBlGages < 2
,Spn2FLyb2,,Blade 2 local edgewise shear force at span station 2,Directed along the local yb2-axis,(kN),NBlGages < 2
,Spn2FLzb2,,Blade 2 local axial force at span station 2,Directed along the local zb2-axis,(kN),NBlGages < 2
,Spn3FLxb2,,Blade 2 local flapwise shear force at span station 3,Directed along the local xb2-axis,(kN),NBlGages < 3
,Spn3FLyb2,,Blade 2 local edgewise shear force at span station 3,Directed along the local yb2-axis,(kN),NBlGages < 3
,Spn3FLzb2,,Blade 2 local axial force at span station 3,Directed along the local zb2-axis,(kN),NBlGages < 3
,Spn4FLxb2,,Blade 2 local flapwise shear force at span station 4,Directed along the local xb2-axis,(kN),NBlGages < 4
,Spn4FLyb2,,Blade 2 local edgewise shear force at span station 4,Directed along the local yb2-axis,(kN),NBlGages < 4
,Spn4FLzb2,,Blade 2 local axial force at span station 4,Directed along the local zb2-axis,(kN),NBlGages < 4
,Spn5FLxb2,,Blade 2 local flapwise shear force at span station 5,Directed along the local xb2-axis,(kN),NBlGages < 5
,Spn5FLyb2,,Blade 2 local edgewise shear force at span station 5,Directed along the local yb2-axis,(kN),NBlGages < 5
,Spn5FLzb2,,Blade 2 local axial force at span station 5,Directed along the local zb2-axis,(kN),NBlGages < 5
,Spn6FLxb2,,Blade 2 local flapwise shear force at span station 6,Directed along the local xb2-axis,(kN),NBlGages < 6
,Spn6FLyb2,,Blade 2 local edgewise shear force at span station 6,Directed along the local yb2-axis,(kN),NBlGages < 6
,Spn6FLzb2,,Blade 2 local axial force at span station 6,Directed along the local zb2-axis,(kN),NBlGages < 6
,Spn7FLxb2,,Blade 2 local flapwise shear force at span station 7,Directed along the local xb2-axis,(kN),NBlGages < 7
,Spn7FLyb2,,Blade 2 local edgewise shear force at span station 7,Directed along the local yb2-axis,(kN),NBlGages < 7
,Spn7FLzb2,,Blade 2 local axial force at span station 7,Directed along the local zb2-axis,(kN),NBlGages < 7
,Spn8FLxb2,,Blade 2 local flapwise shear force at span station 8,Directed along the local xb2-axis,(kN),NBlGages < 8
,Spn8FLyb2,,Blade 2 local edgewise shear force at span station 8,Directed along the local yb2-axis,(kN),NBlGages < 8
,Spn8FLzb2,,Blade 2 local axial force at span station 8,Directed along the local zb2-axis,(kN),NBlGages < 8
,Spn9FLxb2,,Blade 2 local flapwise shear force at span station 9,Directed along the local xb2-axis,(kN),NBlGages < 9
,Spn9FLyb2,,Blade 2 local edgewise shear force at span station 9,Directed along the local yb2-axis,(kN),NBlGages < 9
,Spn9FLzb2,,Blade 2 local axial force at span station 9,Directed along the local zb2-axis,(kN),NBlGages < 9
Blade 3 Local Span Loads,,,,,,
,Spn1MLxb3,,Blade 3 local edgewise moment at span station 1,About the local xb3-axis,(kN·m),( NumBl < 3 ) .OR. ( NBlGages < 1 )
,Spn1MLyb3,,Blade 3 local flapwise moment at span station 1,About the local yb3-axis,(kN·m),( NumBl < 3 ) .OR. ( NBlGages < 1 )
,Spn1MLzb3,,Blade 3 local pitching moment at span station 1,About the local zb3-axis,(kN·m),( NumBl < 3 ) .OR. ( NBlGages < 1 )
,Spn2MLxb3,,Blade 3 local edgewise moment at span station 2,About the local xb3-axis,(kN·m),( NumBl < 3 ) .OR. ( NBlGages < 2 )
,Spn2MLyb3,,Blade 3 local flapwise moment at span station 2,About the local yb3-axis,(kN·m),( NumBl < 3 ) .OR. ( NBlGages < 2 )
,Spn2MLzb3,,Blade 3 local pitching moment at span station 2,About the local zb3-axis,(kN·m),( NumBl < 3 ) .OR. ( NBlGages < 2 )
,Spn3MLxb3,,Blade 3 local edgewise moment at span station 3,About the local xb3-axis,(kN·m),( NumBl < 3 ) .OR. ( NBlGages < 3 )
,Spn3MLyb3,,Blade 3 local flapwise moment at span station 3,About the local yb3-axis,(kN·m),( NumBl < 3 ) .OR. ( NBlGages < 3 )
,Spn3MLzb3,,Blade 3 local pitching moment at span station 3,About the local zb3-axis,(kN·m),( NumBl < 3 ) .OR. ( NBlGages < 3 )
,Spn4MLxb3,,Blade 3 local edgewise moment at span station 4,About the local xb3-axis,(kN·m),( NumBl < 3 ) .OR. ( NBlGages < 4 )
,Spn4MLyb3,,Blade 3 local flapwise moment at span station 4,About the local yb3-axis,(kN·m),( NumBl < 3 ) .OR. ( NBlGages < 4 )
,Spn4MLzb3,,Blade 3 local pitching moment at span station 4,About the local zb3-axis,(kN·m),( NumBl < 3 ) .OR. ( NBlGages < 4 )
,Spn5MLxb3,,Blade 3 local edgewise moment at span station 5,About the local xb3-axis,(kN·m),( NumBl < 3 ) .OR. ( NBlGages < 5 )
,Spn5MLyb3,,Blade 3 local flapwise moment at span station 5,About the local yb3-axis,(kN·m),( NumBl < 3 ) .OR. ( NBlGages < 5 )
,Spn5MLzb3,,Blade 3 local pitching moment at span station 5,About the local zb3-axis,(kN·m),( NumBl < 3 ) .OR. ( NBlGages < 5 )
,Spn6MLxb3,,Blade 3 local edgewise moment at span station 6,About the local xb3-axis,(kN·m),( NumBl < 3 ) .OR. ( NBlGages < 6 )
,Spn6MLyb3,,Blade 3 local flapwise moment at span station 6,About the local yb3-axis,(kN·m),( NumBl < 3 ) .OR. ( NBlGages < 6 )
,Spn6MLzb3,,Blade 3 local pitching moment at span station 6,About the local zb3-axis,(kN·m),( NumBl < 3 ) .OR. ( NBlGages < 6 )
,Spn7MLxb3,,Blade 3 local edgewise moment at span station 7,About the local xb3-axis,(kN·m),( NumBl < 3 ) .OR. ( NBlGages < 7 )
,Spn7MLyb3,,Blade 3 local flapwise moment at span station 7,About the local yb3-axis,(kN·m),( NumBl < 3 ) .OR. ( NBlGages < 7 )
,Spn7MLzb3,,Blade 3 local pitching moment at span station 7,About the local zb3-axis,(kN·m),( NumBl < 3 ) .OR. ( NBlGages < 7 )
,Spn8MLxb3,,Blade 3 local edgewise moment at span station 8,About the local xb3-axis,(kN·m),( NumBl < 3 ) .OR. ( NBlGages < 8 )
,Spn8MLyb3,,Blade 3 local flapwise moment at span station 8,About the local yb3-axis,(kN·m),( NumBl < 3 ) .OR. ( NBlGages < 8 )
,Spn8MLzb3,,Blade 3 local pitching moment at span station 8,About the local zb3-axis,(kN·m),( NumBl < 3 ) .OR. ( NBlGages < 8 )
,Spn9MLxb3,,Blade 3 local edgewise moment at span station 9,About the local xb3-axis,(kN·m),( NumBl < 3 ) .OR. ( NBlGages < 9 )
,Spn9MLyb3,,Blade 3 local flapwise moment at span station 9,About the local yb3-axis,(kN·m),( NumBl < 3 ) .OR. ( NBlGages < 9 )
,Spn9MLzb3,,Blade 3 local pitching moment at span station 9,About the local zb3-axis,(kN·m),( NumBl < 3 ) .OR. ( NBlGages < 9 )
,Spn1FLxb3,,Blade 3 local flapwise shear force at span station 1,Directed along the local xb3-axis,(kN),( NumBl < 3 ) .OR. ( NBlGages < 1 )
,Spn1FLyb3,,Blade 3 local edgewise shear force at span station 1,Directed along the local yb3-axis,(kN),( NumBl < 3 ) .OR. ( NBlGages < 1 )
,Spn1FLzb3,,Blade 3 local axial force at span station 1,Directed along the local zb3-axis,(kN),( NumBl < 3 ) .OR. ( NBlGages < 1 )
,Spn2FLxb3,,Blade 3 local flapwise shear force at span station 2,Directed along the local xb3-axis,(kN),( NumBl < 3 ) .OR. ( NBlGages < 2 )
,Spn2FLyb3,,Blade 3 local edgewise shear force at span station 2,Directed along the local yb3-axis,(kN),( NumBl < 3 ) .OR. ( NBlGages < 2 )
,Spn2FLzb3,,Blade 3 local axial force at span station 2,Directed along the local zb3-axis,(kN),( NumBl < 3 ) .OR. ( NBlGages < 2 )
,Spn3FLxb3,,Blade 3 local flapwise shear force at span station 3,Directed along the local xb3-axis,(kN),( NumBl < 3 ) .OR. ( NBlGages < 3 )
,Spn3FLyb3,,Blade 3 local edgewise shear force at span station 3,Directed along the local yb3-axis,(kN),( NumBl < 3 ) .OR. ( NBlGages < 3 )
,Spn3FLzb3,,Blade 3 local axial force at span station 3,Directed along the local zb3-axis,(kN),( NumBl < 3 ) .OR. ( NBlGages < 3 )
,Spn4FLxb3,,Blade 3 local flapwise shear force at span station 4,Directed along the local xb3-axis,(kN),( NumBl < 3 ) .OR. ( NBlGages < 4 )
,Spn4FLyb3,,Blade 3 local edgewise shear force at span station 4,Directed along the local yb3-axis,(kN),( NumBl < 3 ) .OR. ( NBlGages < 4 )
,Spn4FLzb3,,Blade 3 local axial force at span station 4,Directed along the local zb3-axis,(kN),( NumBl < 3 ) .OR. ( NBlGages < 4 )
,Spn5FLxb3,,Blade 3 local flapwise shear force at span station 5,Directed along the local xb3-axis,(kN),( NumBl < 3 ) .OR. ( NBlGages < 5 )
,Spn5FLyb3,,Blade 3 local edgewise shear force at span station 5,Directed along the local yb3-axis,(kN),( NumBl < 3 ) .OR. ( NBlGages < 5 )
,Spn5FLzb3,,Blade 3 local axial force at span station 5,Directed along the local zb3-axis,(kN),( NumBl < 3 ) .OR. ( NBlGages < 5 )
,Spn6FLxb3,,Blade 3 local flapwise shear force at span station 6,Directed along the local xb3-axis,(kN),( NumBl < 3 ) .OR. ( NBlGages < 6 )
,Spn6FLyb3,,Blade 3 local edgewise shear force at span station 6,Directed along the local yb3-axis,(kN),( NumBl < 3 ) .OR. ( NBlGages < 6 )
,Spn6FLzb3,,Blade 3 local axial force at span station 6,Directed along the local zb3-axis,(kN),( NumBl < 3 ) .OR. ( NBlGages < 6 )
,Spn7FLxb3,,Blade 3 local flapwise shear force at span station 7,Directed along the local xb3-axis,(kN),( NumBl < 3 ) .OR. ( NBlGages < 7 )
,Spn7FLyb3,,Blade 3 local edgewise shear force at span station 7,Directed along the local yb3-axis,(kN),( NumBl < 3 ) .OR. ( NBlGages < 7 )
,Spn7FLzb3,,Blade 3 local axial force at span station 7,Directed along the local zb3-axis,(kN),( NumBl < 3 ) .OR. ( NBlGages < 7 )
,Spn8FLxb3,,Blade 3 local flapwise shear force at span station 8,Directed along the local xb3-axis,(kN),( NumBl < 3 ) .OR. ( NBlGages < 8 )
,Spn8FLyb3,,Blade 3 local edgewise shear force at span station 8,Directed along the local yb3-axis,(kN),( NumBl < 3 ) .OR. ( NBlGages < 8 )
,Spn8FLzb3,,Blade 3 local axial force at span station 8,Directed along the local zb3-axis,(kN),( NumBl < 3 ) .OR. ( NBlGages < 8 )
,Spn9FLxb3,,Blade 3 local flapwise shear force at span station 9,Directed along the local xb3-axis,(kN),( NumBl < 3 ) .OR. ( NBlGages < 9 )
,Spn9FLyb3,,Blade 3 local edgewise shear force at span station 9,Directed along the local yb3-axis,(kN),( NumBl < 3 ) .OR. ( NBlGages < 9 )
,Spn9FLzb3,,Blade 3 local axial force at span station 9,Directed along the local zb3-axis,(kN),( NumBl < 3 ) .OR. ( NBlGages < 9 )
Hub and Rotor Loads,,,,,,
,LSShftFxa,"LSShftFxs, LSSGagFxa, LSSGagFxs, RotThrust",Low-speed shaft thrust force (this is constant along the shaft and is equivalent to the rotor thrust force),Directed along the xa- and xs-axes,(kN),
,LSShftFya,LSSGagFya,Rotating low-speed shaft shear force (this is constant along the shaft),Directed along the ya-axis,(kN),
,LSShftFza,LSSGagFza,Rotating low-speed shaft shear force (this is constant along the shaft),Directed along the za-axis,(kN),
,LSShftFys,LSSGagFys,Nonrotating low-speed shaft shear force (this is constant along the shaft),Directed along the ys-axis,(kN),
,LSShftFzs,LSSGagFzs,Nonrotating low-speed shaft shear force (this is constant along the shaft),Directed along the zs-axis,(kN),
,LSShftMxa,"LSShftMxs, LSSGagMxa, LSSGagMxs, RotTorq, LSShftTq",Low-speed shaft torque (this is constant along the shaft and is equivalent to the rotor torque),About the xa- and xs-axes,(kN·m),
,LSSTipMya,,"Rotating low-speed shaft bending moment at the shaft tip (teeter pin for 2-blader, apex of rotation for 3-blader)",About the ya-axis,(kN·m),
,LSSTipMza,,"Rotating low-speed shaft bending moment at the shaft tip (teeter pin for 2-blader, apex of rotation for 3-blader)",About the za-axis,(kN·m),
,LSSTipMys,,"Nonrotating low-speed shaft bending moment at the shaft tip (teeter pin for 2-blader, apex of rotation for 3-blader)",About the ys-axis,(kN·m),
,LSSTipMzs,,"Nonrotating low-speed shaft bending moment at the shaft tip (teeter pin for 2-blader, apex of rotation for 3-blader)",About the zs-axis,(kN·m),
,CThrstAzm,,"Azimuth location of the center of thrust. This is estimated using values of LSSTipMys, LSSTipMzs, and RotThrust.",About the xa- and xs-axes,(deg),
,CThrstRad,CThrstArm,"Dimensionless radial (arm) location of the center of thrust. This is estimated using values of LSSTipMys, LSSTipMzs, and RotThrust. (nondimensionalized using the undeflected tip radius normal to the shaft and limited to values between 0 and 1 (inclusive))",Always positive (directed radially outboard at azimuth angle CThrstAzm),(-),
,RotPwr,LSShftPwr,Rotor power (this is equivalent to the low-speed shaft power),N/A,(kW),
,RotCq,LSShftCq,Rotor torque coefficient (this is equivalent to the low-speed shaft torque coefficient),N/A,(-),.NOT. CompAero
,RotCp,LSShftCp,Rotor power coefficient (this is equivalent to the low-speed shaft power coefficient),N/A,(-),.NOT. CompAero
,RotCt,LSShftCt,Rotor thrust coefficient (this is equivalent to the low-speed shaft thrust coefficient),N/A,(-),.NOT. CompAero
Shaft Strain Gage Loads,,,,,,
,LSSGagMya,,Rotating low-speed shaft bending moment at the shaft's strain gage (shaft strain gage located by input ShftGagL),About the ya-axis,(kN·m),
,LSSGagMza,,Rotating low-speed shaft bending moment at the shaft's strain gage (shaft strain gage located by input ShftGagL),About the za-axis,(kN·m),
,LSSGagMys,,Nonrotating low-speed shaft bending moment at the shaft's strain gage (shaft strain gage located by input ShftGagL),About the ys-axis,(kN·m),
,LSSGagMzs,,Nonrotating low-speed shaft bending moment at the shaft's strain gage (shaft strain gage located by input ShftGagL),About the zs-axis,(kN·m),
Generator and High-Speed Shaft Loads,,,,,,
,HSShftTq,,High-speed shaft torque (this is constant along the shaft),Same sign as LSShftTq / RotTorq / LSShftMxa / LSShftMxs / LSSGagMxa / LSSGagMxs,(kN·m),
,HSShftPwr,,High-speed shaft power,Same sign as HSShftTq,(kW),
,HSShftCq,,High-speed shaft torque coefficient,N/A,(-),.NOT. CompAero
,HSShftCp,,High-speed shaft power coefficient,N/A,(-),.NOT. CompAero
,GenTq,,Electrical generator torque,Positive reflects power extracted and negative represents a motoring-up situation (power input),(kN·m),
,GenPwr,,Electrical generator power,Same sign as GenTq,(kW),
,GenCq,,Electrical generator torque coefficient,N/A,(-),.NOT. CompAero
,GenCp,,Electrical generator power coefficient,N/A,(-),.NOT. CompAero
,HSSBrTq,,"High-speed shaft brake torque (i.e., the moment applied to the high-speed shaft by the brake)",Always positive (indicating dissipation of power),(kN·m),
Rotor-Furl Bearing Loads,,,,,,
,RFrlBrM,,Rotor-furl bearing moment,About the rotor-furl axis,(kN·m),
Tail-Furl Bearing Loads,,,,,,
,TFrlBrM,,Tail-furl bearing moment,About the tail-furl axis,(kN·m),
Tail Fin Aerodynamic Loads,,,,,,
,TFinAlpha,,Tail fin angle of attack. This is the angle between the relative velocity of the wind-inflow at the tail fin center-of-pressure and the tail fin chordline.,"About the tail fin z-axis, which is the axis in the tail fin plane normal to the chordline",(deg),.NOT. CompAero
,TFinCLift,,Tail fin dimensionless lift coefficient,N/A,(-),.NOT. CompAero
,TFinCDrag,,Tail fin dimensionless drag coefficient,N/A,(-),.NOT. CompAero
,TFinDnPrs,,"Tail fin dynamic pressure, equal to 1/2*AirDens*Vrel^2 where Vrel is the relative velocity of the wind-inflow at the tail fin center-of-pressure",N/A,(Pa),.NOT. CompAero
,TFinCPFx,,Tangential aerodynamic force at the tail fin center-of-pressure,"Directed along the tail fin x-axis, which is the axis along the chordline, positive towards the trailing edge",(kN),.NOT. CompAero
,TFinCPFy,,Normal aerodynamic force at the tail fin center-of-pressure,"Directed along the tail fin y-axis, which is orthogonal to the tail fin plane",(kN),.NOT. CompAero
Tower-Top / Yaw Bearing Loads,,,,,,
,YawBrFxn,,Rotating (with nacelle) tower-top / yaw bearing shear force,Directed along the xn-axis,(kN),
,YawBrFyn,,Rotating (with nacelle) tower-top / yaw bearing shear force,Directed along the yn-axis,(kN),
,YawBrFzn,YawBrFzp,Tower-top / yaw bearing axial force,Directed along the zn- and zp-axes,(kN),
,YawBrFxp,,Tower-top / yaw bearing fore-aft (nonrotating) shear force,Directed along the xp-axis,(kN),
,YawBrFyp,,Tower-top / yaw bearing side-to-side (nonrotating) shear force,Directed along the yp-axis,(kN),
,YawBrMxn,,Rotating (with nacelle) tower-top / yaw bearing roll moment,About the xn-axis,(kN·m),
,YawBrMyn,,Rotating (with nacelle) tower-top / yaw bearing pitch moment,About the yn-axis,(kN·m),
,YawBrMzn,"YawBrMzp, YawMom",Tower-top / yaw bearing yaw moment,About the zn- and zp-axes,(kN·m),
,YawBrMxp,,Nonrotating tower-top / yaw bearing roll moment,About the xp-axis,(kN·m),
,YawBrMyp,,Nonrotating tower-top / yaw bearing pitch moment,About the yp-axis,(kN·m),
Tower Base Loads,,,,,,
,TwrBsFxt,,Tower base fore-aft shear force,Directed along the xt-axis,(kN),
,TwrBsFyt,,Tower base side-to-side shear force,Directed along the yt-axis,(kN),
,TwrBsFzt,,Tower base axial force,Directed along the zt-axis,(kN),
,TwrBsMxt,,"Tower base roll (or side-to-side) moment (i.e., the moment caused by side-to-side forces)",About the xt-axis,(kN·m),
,TwrBsMyt,,"Tower base pitching (or fore-aft) moment (i.e., the moment caused by fore-aft forces)",About the yt-axis,(kN·m),
,TwrBsMzt,,Tower base yaw (or torsional) moment,About the zt-axis,(kN·m),
Local Tower Loads,,,,,,
,TwHt1MLxt,,Local tower roll (or side-to-side) moment of tower gage 1,About the local xt-axis,(kN·m),NTwGages < 1
,TwHt1MLyt,,Local tower pitching (or fore-aft) moment of tower gage 1,About the local yt-axis,(kN·m),NTwGages < 1
,TwHt1MLzt,,Local tower yaw (or torsional) moment of tower gage 1,About the local zt-axis,(kN·m),NTwGages < 1
,TwHt2MLxt,,Local tower roll (or side-to-side) moment of tower gage 2,About the local xt-axis,(kN·m),NTwGages < 2
,TwHt2MLyt,,Local tower pitching (or fore-aft) moment of tower gage 2,About the local yt-axis,(kN·m),NTwGages < 2
,TwHt2MLzt,,Local tower yaw (or torsional) moment of tower gage 2,About the local zt-axis,(kN·m),NTwGages < 2
,TwHt3MLxt,,Local tower roll (or side-to-side) moment of tower gage 3,About the local xt-axis,(kN·m),NTwGages < 3
,TwHt3MLyt,,Local tower pitching (or fore-aft) moment of tower gage 3,About the local yt-axis,(kN·m),NTwGages < 3
,TwHt3MLzt,,Local tower yaw (or torsional) moment of tower gage 3,About the local zt-axis,(kN·m),NTwGages < 3
,TwHt4MLxt,,Local tower roll (or side-to-side) moment of tower gage 4,About the local xt-axis,(kN·m),NTwGages < 4
,TwHt4MLyt,,Local tower pitching (or fore-aft) moment of tower gage 4,About the local yt-axis,(kN·m),NTwGages < 4
,TwHt4MLzt,,Local tower yaw (or torsional) moment of tower gage 4,About the local zt-axis,(kN·m),NTwGages < 4
,TwHt5MLxt,,Local tower roll (or side-to-side) moment of tower gage 5,About the local xt-axis,(kN·m),NTwGages < 5
,TwHt5MLyt,,Local tower pitching (or fore-aft) moment of tower gage 5,About the local yt-axis,(kN·m),NTwGages < 5
,TwHt5MLzt,,Local tower yaw (or torsional) moment of tower gage 5,About the local zt-axis,(kN·m),NTwGages < 5
,TwHt6MLxt,,Local tower roll (or side-to-side) moment of tower gage 6,About the local xt-axis,(kN·m),NTwGages < 6
,TwHt6MLyt,,Local tower pitching (or fore-aft) moment of tower gage 6,About the local yt-axis,(kN·m),NTwGages < 6
,TwHt6MLzt,,Local tower yaw (or torsional) moment of tower gage 6,About the local zt-axis,(kN·m),NTwGages < 6
,TwHt7MLxt,,Local tower roll (or side-to-side) moment of tower gage 7,About the local xt-axis,(kN·m),NTwGages < 7
,TwHt7MLyt,,Local tower pitching (or fore-aft) moment of tower gage 7,About the local yt-axis,(kN·m),NTwGages < 7
,TwHt7MLzt,,Local tower yaw (or torsional) moment of tower gage 7,About the local zt-axis,(kN·m),NTwGages < 7
,TwHt8MLxt,,Local tower roll (or side-to-side) moment of tower gage 8,About the local xt-axis,(kN·m),NTwGages < 8
,TwHt8MLyt,,Local tower pitching (or fore-aft) moment of tower gage 8,About the local yt-axis,(kN·m),NTwGages < 8
,TwHt8MLzt,,Local tower yaw (or torsional) moment of tower gage 8,About the local zt-axis,(kN·m),NTwGages < 8
,TwHt9MLxt,,Local tower roll (or side-to-side) moment of tower gage 9,About the local xt-axis,(kN·m),NTwGages < 9
,TwHt9MLyt,,Local tower pitching (or fore-aft) moment of tower gage 9,About the local yt-axis,(kN·m),NTwGages < 9
,TwHt9MLzt,,Local tower yaw (or torsional) moment of tower gage 9,About the local zt-axis,(kN·m),NTwGages < 9
,TwHt1FLxt,,Local tower roll (or side-to-side) force of tower gage 1,About the local xt-axis,(kN),NTwGages < 1
,TwHt1FLyt,,Local tower pitching (or fore-aft) force of tower gage 1,About the local yt-axis,(kN),NTwGages < 1
,TwHt1FLzt,,Local tower yaw (or torsional) force of tower gage 1,About the local zt-axis,(kN),NTwGages < 1
,TwHt2FLxt,,Local tower roll (or side-to-side) force of tower gage 2,About the local xt-axis,(kN),NTwGages < 2
,TwHt2FLyt,,Local tower pitching (or fore-aft) force of tower gage 2,About the local yt-axis,(kN),NTwGages < 2
,TwHt2FLzt,,Local tower yaw (or torsional) force of tower gage 2,About the local zt-axis,(kN),NTwGages < 2
,TwHt3FLxt,,Local tower roll (or side-to-side) force of tower gage 3,About the local xt-axis,(kN),NTwGages < 3
,TwHt3FLyt,,Local tower pitching (or fore-aft) force of tower gage 3,About the local yt-axis,(kN),NTwGages < 3
,TwHt3FLzt,,Local tower yaw (or torsional) force of tower gage 3,About the local zt-axis,(kN),NTwGages < 3
,TwHt4FLxt,,Local tower roll (or side-to-side) force of tower gage 4,About the local xt-axis,(kN),NTwGages < 4
,TwHt4FLyt,,Local tower pitching (or fore-aft) force of tower gage 4,About the local yt-axis,(kN),NTwGages < 4
,TwHt4FLzt,,Local tower yaw (or torsional) force of tower gage 4,About the local zt-axis,(kN),NTwGages < 4
,TwHt5FLxt,,Local tower roll (or side-to-side) force of tower gage 5,About the local xt-axis,(kN),NTwGages < 5
,TwHt5FLyt,,Local tower pitching (or fore-aft) force of tower gage 5,About the local yt-axis,(kN),NTwGages < 5
,TwHt5FLzt,,Local tower yaw (or torsional) force of tower gage 5,About the local zt-axis,(kN),NTwGages < 5
